title,description,url
"When disaster strikes, a search website for first responders will save lives","Researchers are building a tool that searches real-time text, photo, and video from many sources to help responders allocate resources",https://news.ucr.edu/articles/2019/08/20/when-disaster-strikes-search-website-first-responders-will-save-lives
Meet the educator building bridges between teachers of color,A UCR professor’s annual institute seeks to turn isolation — a fact of life for teachers of color across the country — into action,https://news.ucr.edu/articles/2018/06/12/meet-educator-building-bridges-between-teachers-color
Concrete or vague? How CEOs talk can send stocks up or down,UC Riverside business professor says concrete vocabulary can build trust among analysts,https://news.ucr.edu/articles/2018/01/02/concrete-or-vague-how-ceos-talk-can-send-stocks-or-down
Making ‘soft’ robots work harder,A new robot developed at UC Riverside can navigate uneven surfaces with silicone legs,https://news.ucr.edu/articles/2020/03/13/making-soft-robots-work-harder
UC Riverside engineers are developing a test to rapidly identify body fluids at crime scenes,"The disposable, low-cost tool will improve the speed and accuracy of investigations",https://news.ucr.edu/articles/2020/04/24/uc-riverside-engineers-are-developing-test-rapidly-identify-body-fluids-crime
Methane from megafires: more spew than we knew,"Using a new detection method, UC Riverside scientists found a massive amount of methane, a super-potent greenhouse gas, coming from wildfires — a source not currently being accounted for by state air quality managers.",https://news.ucr.edu/articles/2023/04/17/methane-megafires-more-spew-we-knew
1 (p.m.) is not the loneliest number ,"The daily 1 p.m. Zoom call has become a lifeline for a team of UC Riverside students and their project scientist.       Sometimes the call focuses on data, driven by the greenhouse emissions research they are conducting for Francesca Hopkins, assistant professor of climate change and sustainability.     ",https://news.ucr.edu/articles/2020/04/09/1-pm-not-loneliest-number
A new water treatment technology could also help Mars explorers,A catalyst that destroys perchlorate in water could clean Martian soil,https://news.ucr.edu/articles/2021/06/03/new-water-treatment-technology-could-also-help-mars-explorers
Experiencing police violence worsens mental health in distinct ways,Unique effects of police violence create a public health crisis for communities most affected,https://news.ucr.edu/articles/2020/10/13/experiencing-police-violence-worsens-mental-health-distinct-ways
Symposium celebrates 50 Years of clean air leadership,CARB’s 50th Anniversary Technology Symposium and Showcase highlighted CARB’s history driving innovative technologies that have made monumental improvements to California’s air quality,https://news.ucr.edu/articles/2018/06/07/symposium-celebrates-50-years-clean-air-leadership
How can you beat the COVID-19 blues? Find your flow,"Finding the right activity could mean you experience the same well-being during the long quarantine as you would when not in quarantine, UCR research finds.",https://news.ucr.edu/articles/2020/04/17/how-can-you-beat-covid-19-blues-find-your-flow
Genetic changes help mosquitoes survive pesticide attacks,UCR study shows how intensive pesticide use is driving mosquito evolution at the genetic level,https://news.ucr.edu/articles/2018/01/02/genetic-changes-help-mosquitoes-survive-pesticide-attacks
Study sheds new light on how bilinguals process language,"Research led by a psychologist at the University of California, Riverside, shows that bilinguals regulate, or suppress, their native language when reading in a second language. Many in media and in science often assume that reading or speaking in a second language — one that has been learned later in life than the native or first language — is always going to be difficult.",https://news.ucr.edu/articles/2018/04/09/study-sheds-new-light-how-bilinguals-process-language-0
UCR Extension offers new series of STEM workshops based on the makerspace ideology,Join the 'Maker Movement' for hands-on learning the Makerspace way,https://news.ucr.edu/articles/2018/01/11/ucr-extension-offers-new-series-stem-workshops-based-makerspace-ideology
UC Riverside research will help protect military software from hackers,Outdated military software and hardware is vulnerable to attack,https://news.ucr.edu/articles/2018/01/15/uc-riverside-research-will-help-protect-military-software-hackers
Research links anti-immigrant prejudice to mortality risk,"When it comes to mortality, U.S.-born individuals of immigrant descent fare much worse than their foreign-born counterparts — but why?",https://news.ucr.edu/articles/2018/04/09/research-links-anti-immigrant-prejudice-mortality-risk
"China-Russia: Any alliance is conditional, temporary","Related to Russia's ongoing war with Ukraine, China is fielding as many requests for aid from Russia as it's receiving threats from the West about what will happen if it provides that aid. We asked two UC Riverside China experts to provide perspective about the likelihood of all-in Chinese aid to Russia. ",https://news.ucr.edu/articles/2022/03/23/china-russia-any-alliance-conditional-temporary
UCR’s first family makes new commitment to support students,"Chancellor Kim Wilcox and his wife, Diane Del Buono, previously created the 13th Chancellor’s Research Fellowship",https://news.ucr.edu/articles/2018/01/15/ucrs-first-family-makes-new-commitment-support-students
UC Riverside registers greatest gain in U.S. News rankings,UC Riverside made larger gains than any university in the United States in the 2019 U.S. News & World Report Best Colleges rankings.,https://news.ucr.edu/articles/2018/09/10/uc-riverside-registers-greatest-gain-us-news-rankings
Juvenile incarceration has mixed effects on future convictions,Juvenile Incarceration is a double-edged sword and rehabilitation programs may improve welfare of convicted juveniles,https://news.ucr.edu/articles/2021/05/03/juvenile-incarceration-has-mixed-effects-future-convictions
"For children with autism, strong bonds with teachers are key to success",UC Riverside's Jan Blacher is leading the charge to improve relationships between kids with autism and their teachers,https://news.ucr.edu/articles/2018/09/10/children-autism-strong-bonds-teachers-are-key-success
Training the next generation of special education teachers,A UC Riverside Graduate School of Education program enables students to earn debt-free master’s degrees,https://news.ucr.edu/articles/2019/01/31/training-next-generation-special-education-teachers
